weight,key,mean_auc_CEDAR,mean_auc01_CEDAR,pval_icore_CEDAR,pval_pep_CEDAR,mean_auc_PRIME,mean_auc01_PRIME,pval_icore_PRIME,pval_pep_PRIME
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.7316315011496284,0.5972672473644779,0.012299999999999978,0.0,,,,
Inverted-KL,boman-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7378274300281219,0.5865696042359524,0.0010000000000000009,0.0,,,,
KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7262111035185705,0.5854087268542791,0.024399999999999977,9.999999999998899e-05,0.6382267337968462,0.5215402423336258,100.0,100.0
KL,hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.7186028804872403,0.5865643806119432,0.16159999999999997,0.00019999999999997797,0.6389519769900468,0.5251798376874663,100.0,100.0
KL,boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7172811687442714,0.5840791713638909,0.22750000000000004,0.00039999999999995595,0.6338588173692488,0.5267376361196261,100.0,100.0
KL-Mask,aliphatic_index-boman-hydrophobicity-foreignness_score-Total_Gene_TPM,0.7276797908222107,0.5836153682997701,0.020000000000000018,0.0,0.6310762080763841,0.5236912585432417,100.0,100.0
Inverted-KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.708852368877981,0.5751388208379776,0.6278,0.018299999999999983,,,,
None,boman-dissimilarity_score-ratio_rank-foreignness_score,0.7203648275373874,0.5859119837111217,0.08350000000000002,0.0,0.6480954303197017,0.5396479688977279,100.0,100.0
Inverted-KL-Mask,boman-hydrophobicity-ratio_rank-foreignness_score,0.7008833679944865,0.5736223419642998,0.8752,0.08699999999999997,,,,
KL,boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7306242054844698,0.5839995893196375,0.0041999999999999815,0.0,0.641840322170648,0.539732590551886,100.0,100.0
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-Total_Gene_TPM,0.7305539064553039,0.5827057841019851,0.0047000000000000375,0.0,0.636868519453353,0.5243158188390227,100.0,100.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-Total_Gene_TPM,0.7353255744693492,0.5842615459182572,0.0048000000000000265,0.0,,,,
KL,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.729199222706332,0.5882809314473263,0.007199999999999984,0.0,0.6404303034032816,0.5336216979198339,100.0,100.0
None,boman-isoelectric_point-dissimilarity_score-ratio_rank-Total_Gene_TPM,0.728051895661338,0.5829683588134656,0.009499999999999953,0.0,0.642226277568616,0.536541763821271,100.0,100.0
KL,boman-hydrophobicity-ratio_rank_squared-foreignness_score,0.7247818952249545,0.5821961374503636,0.041000000000000036,9.999999999998899e-05,0.6375922936123692,0.5291381954412059,100.0,100.0
KL-Mask,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7277943853974626,0.5854056689504333,0.021700000000000053,0.0,0.6395492413323174,0.5255289092066873,100.0,100.0
KL-Mask,ratio_rank-foreignness_score,0.6982441460007679,0.5647959440497674,0.9814,0.10240000000000005,0.668746902508494,0.5684391393719282,100.0,100.0
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned,0.7325358499065838,0.596671216799308,0.007099999999999995,0.0,,,,
Inverted-KL-Mask,isoelectric_point-ratio_rank,0.6903052734581983,0.5662086659052017,0.9846,0.34309999999999996,,,,
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-ratio_rank-foreignness_score,0.7148186665650402,0.5866338041422687,0.34299999999999997,0.0011999999999999789,0.6328040767877946,0.5276086103189146,100.0,100.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7311716637894993,0.5844214992220994,0.01859999999999995,0.0,,,,
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.732911963921852,0.5845604207347865,0.0030000000000000027,0.0,0.6475519383156607,0.5308322270454414,100.0,100.0
None,hydrophobicity-blsm_mut_score-foreignness_score,0.7264446023178327,0.5864973449096359,0.007000000000000006,0.0,0.6540261404841887,0.5290634254805641,100.0,100.0
None,hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7231730792728774,0.5888545230982947,0.030000000000000027,0.0,0.655683286771399,0.537080760270526,100.0,100.0
None,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7328813170455317,0.5856400610009527,0.0012999999999999678,0.0,0.6462463317592692,0.5377329281148437,100.0,100.0
KL-Mask,aliphatic_index-boman-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7348761776292636,0.5874131848346813,0.0010999999999999899,0.0,0.636142255482523,0.5390766202081076,100.0,100.0
KL-Mask,aliphatic_index-boman-hydrophobicity-ratio_rank_squared-Total_Gene_TPM,0.732216146477039,0.5848793828641314,0.0042999999999999705,0.0,0.6428733733401354,0.5315433758351316,100.0,100.0
KL,hydrophobicity-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7291679343657425,0.5833571256659461,0.00880000000000003,0.0,0.6420194884071917,0.5202920115692141,100.0,100.0
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7302116797747707,0.5831585181941568,0.00649999999999995,0.0,0.6339179306321201,0.5291887374352849,100.0,100.0
None,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7318804078431536,0.5872930245302891,0.0016000000000000458,0.0,0.6470065106095413,0.5442598611982692,100.0,100.0
None,boman-hydrophobicity-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7326420305922886,0.5828815198751965,0.0011999999999999789,0.0,0.6385617270413755,0.5322075372889217,100.0,100.0
KL,boman-dissimilarity_score,0.7245727411259153,0.5837121696016884,0.029299999999999993,0.0,0.634186126624735,0.5245167477558104,100.0,100.0
KL-Mask,hydrophobicity-ratio_rank_squared-foreignness_score,0.7224250533499109,0.5861450210152922,0.06399999999999995,9.999999999998899e-05,0.6600235142774755,0.5408975308884109,100.0,100.0
Inverted-KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-ratio_rank-foreignness_score-Total_Gene_TPM,0.711682167829498,0.5756562596338957,0.5079,0.01090000000000002,,,,
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7350216696054237,0.592424281789025,0.0050000000000000044,0.0,,,,
KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.7183951656869085,0.5835655328372795,0.17830000000000001,0.00029999999999996696,0.6315042157825754,0.5287957701613891,100.0,100.0
Inverted-KL-Mask,aliphatic_index-boman-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7055686562833242,0.5751338594309152,0.7507,0.03949999999999998,,,,
None,hydrophobicity-dissimilarity_score-EL_rank_wt_aligned,0.7226382614407165,0.588675795977538,0.02939999999999998,9.999999999998899e-05,0.6516873019555858,0.5354992247567074,100.0,100.0
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned,0.725264644590913,0.5865199246308783,0.030100000000000016,0.0,0.6450131786547276,0.5344660564146433,100.0,100.0
Inverted-KL-Mask,boman-hydrophobicity-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7153539321930387,0.5740408591828629,0.3651,0.005199999999999982,,,,
Inverted-KL,isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7283827619196022,0.5818695583544168,0.035800000000000054,0.0,,,,
KL,boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score,0.7165745853344802,0.5845154769880123,0.2613,0.0010000000000000009,0.6354439736591767,0.5277740515450188,100.0,100.0
None,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-foreignness_score,0.7253899496471641,0.588248176677266,0.012199999999999989,0.0,0.6532427721992048,0.5345312831513618,100.0,100.0
KL,dissimilarity_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7216135341896402,0.5776797599516412,0.06769999999999998,9.999999999998899e-05,0.6448910713854737,0.5497730873044662,100.0,100.0
Inverted-KL,aliphatic_index-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7267492497629774,0.5850926601735947,0.04749999999999999,0.0,,,,
KL,isoelectric_point-ratio_rank_squared-Total_Gene_TPM,0.7266173293579444,0.581436666268605,0.0121,0.0,0.6476938481407396,0.5513244279893572,100.0,100.0
None,boman-isoelectric_point-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7348349349008636,0.5806580547730055,0.00019999999999997797,0.0,0.6398178203092278,0.5292390602893744,100.0,100.0
Inverted-KL,dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7286413464159558,0.5804692593335662,0.038000000000000034,0.0,,,,
KL-Mask,aliphatic_index-boman-isoelectric_point-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7351020307757784,0.5871298633247156,0.0010000000000000009,0.0,0.6341769741624564,0.539037894883572,100.0,100.0
None,aliphatic_index-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7270157862979251,0.5840765917313991,0.007000000000000006,0.0,0.6513614854322923,0.5484265038075682,100.0,100.0
KL-Mask,aliphatic_index-isoelectric_point,0.720442181376801,0.5873116598187873,0.08819999999999995,9.999999999998899e-05,0.6438731077284016,0.5259398417320449,100.0,100.0
KL-Mask,aliphatic_index-isoelectric_point-EL_rank_wt_aligned,0.7197721403649379,0.5857771508653922,0.10150000000000003,9.999999999998899e-05,0.6413309776866793,0.5337289888842143,100.0,100.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-dissimilarity_score-EL_rank_wt_aligned,0.7051682447222777,0.5800693939808435,0.7714,0.03859999999999997,,,,
None,aliphatic_index-dissimilarity_score,0.7196163753570554,0.5923658839378311,0.08540000000000003,0.0,0.6486037718616353,0.5369182673874865,100.0,100.0
Inverted-KL,boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared,0.7388207053324003,0.5902076002926261,0.0010000000000000009,0.0,,,,
Inverted-KL-Mask,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.713655703737739,0.5795899878853114,0.4242,0.005800000000000027,,,,
KL,hydrophobicity-blsm_mut_score-Total_Gene_TPM,0.7298921300566692,0.5836180446054322,0.005800000000000027,0.0,0.6445636313033519,0.5153748535878276,100.0,100.0
KL,boman-isoelectric_point-dissimilarity_score-ratio_rank_squared-foreignness_score,0.7275266228525471,0.5859173854046603,0.015100000000000002,0.0,0.6430362088163603,0.5408129603137279,100.0,100.0
KL,boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7219848428431247,0.5803455269156595,0.09309999999999996,9.999999999998899e-05,0.6327223642949515,0.5262372769973582,100.0,100.0
Inverted-KL-Mask,boman-dissimilarity_score-ratio_rank-Total_Gene_TPM,0.7126229848681891,0.5773749156898355,0.4677,0.007299999999999973,,,,
KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7262232545467776,0.5892739986592761,0.02200000000000002,0.0,0.6500655299287297,0.5305722881554945,100.0,100.0
None,aliphatic_index-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7307067416267105,0.5818804788360394,0.0013999999999999568,0.0,0.6345872209347575,0.5446337326442585,100.0,100.0
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-foreignness_score,0.7194054266114069,0.5857536060779499,0.14029999999999998,0.00029999999999996696,0.6305471768041527,0.5246721817981013,100.0,100.0
Inverted-KL,boman-hydrophobicity-ratio_rank-Total_Gene_TPM,0.7339833800360357,0.5845718366142674,0.007499999999999951,0.0,,,,
Inverted-KL,boman-hydrophobicity-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7350561126137746,0.5834542867489823,0.0048000000000000265,0.0,,,,
None,isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7195551298990089,0.5757200848849944,0.0998,9.999999999998899e-05,0.6609323130580174,0.5685324108456699,100.0,100.0
Inverted-KL,boman-dissimilarity_score-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7439900004248452,0.593999908151796,0.0,0.0,,,,
Inverted-KL-Mask,boman-hydrophobicity-dissimilarity_score-foreignness_score-Total_Gene_TPM,0.7125895117286081,0.5769662199978186,0.47309999999999997,0.008399999999999963,,,,
Inverted-KL,isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score,0.727592063889862,0.587764756998348,0.04079999999999995,0.0,,,,
Inverted-KL-Mask,aliphatic_index-boman-dissimilarity_score-ratio_rank-EL_rank_wt_aligned,0.7100629050612792,0.5779082955186268,0.5760000000000001,0.013399999999999967,,,,
Inverted-KL-Mask,isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.698481888191899,0.5640897290105406,0.9051,0.14070000000000005,,,,
Inverted-KL-Mask,isoelectric_point-ratio_rank-foreignness_score-Total_Gene_TPM,0.6974309907684523,0.5608647587116998,0.9218999999999999,0.1613,,,,
KL,boman-hydrophobicity-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.720879669266241,0.5820587695998357,0.119,9.999999999998899e-05,0.6345530036799407,0.5259847684091002,100.0,100.0
None,boman-hydrophobicity-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.727943851206856,0.5843741545335283,0.008199999999999985,0.0,0.646473844172728,0.5390173715489375,100.0,100.0
Inverted-KL-Mask,boman-hydrophobicity-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7104750304936343,0.5719502631035686,0.5541,0.016000000000000014,,,,
KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.7234429186634406,0.5903960256759249,0.052200000000000024,9.999999999998899e-05,0.6629818598116741,0.5335814560160672,100.0,100.0
None,boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.72869304314261,0.586558925166012,0.0048000000000000265,0.0,0.6506659890167693,0.5479075362153015,100.0,100.0
Inverted-KL,boman-hydrophobicity-blsm_mut_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7412070842070871,0.5911523380735387,0.0004999999999999449,0.0,,,,
KL-Mask,aliphatic_index-boman-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7279317169064281,0.5864081061456637,0.01639999999999997,0.0,0.6376752762026037,0.532483745824649,100.0,100.0
KL,hydrophobicity-dissimilarity_score-ratio_rank_squared-Total_Gene_TPM,0.7287357532672968,0.588486724472126,0.01090000000000002,0.0,0.6498910301397818,0.5336149821980135,100.0,100.0
Inverted-KL-Mask,aliphatic_index-dissimilarity_score-foreignness_score,0.7005616265276854,0.5747564185936165,0.8835999999999999,0.09219999999999995,,,,
None,hydrophobicity-ratio_rank_squared-Total_Gene_TPM,0.7357907036858906,0.584427040035527,9.999999999998899e-05,0.0,0.6463004296355589,0.5319409312612571,100.0,100.0
Inverted-KL-Mask,isoelectric_point-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6941524009238766,0.5607511517016925,0.9591,0.2348,,,,
KL,boman-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7248146520032731,0.5817812837644875,0.042200000000000015,0.0,0.6338958517304756,0.5327061445623101,100.0,100.0
KL,aliphatic_index-boman-isoelectric_point-blsm_mut_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7348046888589169,0.5831077787259823,0.0011999999999999789,0.0,0.634207192055153,0.5322674631351553,100.0,100.0
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-Total_Gene_TPM,0.7286529170463035,0.5855897883555954,0.01429999999999998,0.0,0.643757671712694,0.5308439491964835,100.0,100.0
KL-Mask,aliphatic_index-boman-isoelectric_point-dissimilarity_score-foreignness_score,0.7208613247745147,0.5888652592319924,0.0968,0.00019999999999997797,0.6309665274403137,0.5337925439006416,100.0,100.0
KL-Mask,aliphatic_index-boman-isoelectric_point-ratio_rank-EL_rank_wt_aligned,0.7183588182112374,0.5857083630365314,0.16410000000000002,0.00029999999999996696,0.6248128457111704,0.5325292426921783,100.0,100.0
Inverted-KL,hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared,0.7371492554202141,0.6002312082943141,0.0014999999999999458,0.0,,,,
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7175496724643243,0.5842510030450587,0.21030000000000004,0.00019999999999997797,0.6377045231822506,0.5297828933929469,100.0,100.0
Inverted-KL-Mask,hydrophobicity-EL_rank_wt_aligned-foreignness_score,0.7056370466466285,0.5770046568744878,0.7476,0.036599999999999966,,,,
KL,isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7234472671232147,0.5763518818961265,0.036900000000000044,0.0,0.641764996087833,0.5631968505826054,100.0,100.0
KL,boman-isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score,0.7204301089369012,0.5849354416324217,0.11019999999999996,0.0,0.6337207203769298,0.5316971025663846,100.0,100.0
Inverted-KL,aliphatic_index-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7308646224931237,0.5858809190894129,0.015800000000000036,0.0,,,,
None,ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7228130589159492,0.5749643085992414,0.03600000000000003,0.0,0.6414545467406432,0.5684567540481624,100.0,100.0
Inverted-KL,boman-isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7372781437508948,0.5873772840237258,0.0021999999999999797,0.0,,,,
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-ratio_rank-foreignness_score-Total_Gene_TPM,0.7219262435811505,0.5823672956376889,0.09340000000000004,9.999999999998899e-05,0.6246056996608931,0.5205551786008247,100.0,100.0
KL,aliphatic_index-dissimilarity_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7317891844804267,0.5849785028214541,0.0020999999999999908,0.0,0.6396773436688225,0.5394456848526539,100.0,100.0
KL-Mask,boman-isoelectric_point-dissimilarity_score-ratio_rank_squared-Total_Gene_TPM,0.7320276210223671,0.5832288484396069,0.0037000000000000366,0.0,0.6458487027664215,0.5412122235200908,100.0,100.0
None,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank,0.7195702124301087,0.5894303080568274,0.10209999999999997,0.0,0.6588137651086811,0.5416539869980679,100.0,100.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-Total_Gene_TPM,0.7332569190104208,0.5851128685823416,0.009099999999999997,0.0,,,,
Inverted-KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-foreignness_score-Total_Gene_TPM,0.7347954754461011,0.5848531163901685,0.005499999999999949,0.0,,,,
KL,aliphatic_index-ratio_rank_squared-foreignness_score,0.724085142453663,0.5854441977845262,0.03400000000000003,0.0,0.6310031618230918,0.5402701934238613,100.0,100.0
KL-Mask,boman-isoelectric_point-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7218849290238858,0.5773326347956721,0.08640000000000003,9.999999999998899e-05,0.6266991175104057,0.5352499518510215,100.0,100.0
KL-Mask,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7318061685473027,0.5886770952877259,0.0038000000000000256,0.0,0.6666688445324752,0.5393631618121931,100.0,100.0
Inverted-KL-Mask,aliphatic_index-isoelectric_point-foreignness_score,0.7003287054029596,0.573435872573765,0.8833,0.10050000000000003,,,,
Inverted-KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.7042715781505713,0.5808011202658075,0.7955,0.047599999999999976,,,,
KL,aliphatic_index-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7281931012324852,0.5835209179095369,0.007399999999999962,0.0,0.6413855682884104,0.545638239836483,100.0,100.0
Inverted-KL,boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7362619059152582,0.5859271870454148,0.0030999999999999917,0.0,,,,
KL,boman-isoelectric_point-ratio_rank_squared-Total_Gene_TPM,0.7312605515686197,0.5821765337608539,0.0039000000000000146,0.0,0.6340012389498155,0.5346987070454341,100.0,100.0
None,isoelectric_point-dissimilarity_score-foreignness_score,0.7210773253822904,0.5859824205340074,0.03520000000000001,0.0,0.6603301271345665,0.5544302273849575,100.0,100.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7317414588582551,0.5839005947100261,0.010499999999999954,0.0,,,,
KL,boman-dissimilarity_score-ratio_rank_squared,0.7294834656203832,0.5843278930673825,0.005700000000000038,0.0,0.647468909063884,0.538090547109311,100.0,100.0
None,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.728727167628155,0.5853582722749575,0.005499999999999949,0.0,0.6408674004849763,0.5255362977967394,100.0,100.0
KL,aliphatic_index-hydrophobicity-isoelectric_point-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7252616074494013,0.5819981165776159,0.02969999999999995,9.999999999998899e-05,0.6282190378388451,0.518189680578741,100.0,100.0
Inverted-KL-Mask,boman-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7153466704435649,0.5748453287742944,0.35340000000000005,0.0046000000000000485,,,,
None,hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.7226999192238953,0.5888228082400755,0.03320000000000001,0.0,0.6459241004905107,0.5360899876640303,100.0,100.0
None,aliphatic_index-boman-hydrophobicity-dissimilarity_score-ratio_rank_squared-Total_Gene_TPM,0.7346852140837175,0.5837681828217955,0.0009000000000000119,0.0,0.6483252504522093,0.5352600498678672,100.0,100.0
None,aliphatic_index-isoelectric_point-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7321795282711636,0.5830173426628604,0.00029999999999996696,0.0,0.6329243982358598,0.5448082268046288,100.0,100.0
None,boman-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7283819086764121,0.5811448768554035,0.008199999999999985,0.0,0.6413437576264212,0.5385486532776704,100.0,100.0
None,aliphatic_index-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7232505728604168,0.5825683693838304,0.04179999999999995,0.0,0.6457517816383137,0.5420091643085317,100.0,100.0
KL,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7242916629582999,0.5830824008115465,0.04710000000000003,9.999999999998899e-05,0.6379774949966928,0.5236381922687219,100.0,100.0
None,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-Total_Gene_TPM,0.7325380362018327,0.5841952651120346,0.0013999999999999568,0.0,0.6360588303904279,0.5287902662347503,100.0,100.0
KL,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7240413769935868,0.5901093670987352,0.03710000000000002,0.0,0.6452094679517151,0.5329870206967067,100.0,100.0
Inverted-KL-Mask,aliphatic_index-isoelectric_point-EL_rank_wt_aligned-foreignness_score,0.6977706649357781,0.571899807080431,0.9329,0.14390000000000003,,,,
KL-Mask,aliphatic_index-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.731656286682743,0.5844957113012528,0.0019000000000000128,0.0,0.6575343774090763,0.5448149834618956,100.0,100.0
None,aliphatic_index-boman-dissimilarity_score-ratio_rank,0.7215382253394709,0.5888277580655407,0.062100000000000044,0.0,0.6437103472834287,0.5440543380992454,100.0,100.0
KL,aliphatic_index-boman-hydrophobicity-EL_rank_wt_aligned-foreignness_score,0.7202796034810671,0.5812086837937636,0.11509999999999998,9.999999999998899e-05,0.624498023735491,0.5264814497116322,100.0,100.0
None,boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7348357885705933,0.5792001829229221,0.0007000000000000339,0.0,0.6488887950878592,0.5280386831692777,100.0,100.0
KL,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-foreignness_score,0.7213281192354405,0.5871027742962144,0.09650000000000003,9.999999999998899e-05,0.6372286978871834,0.5253735957513751,100.0,100.0
KL,isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7167987170705498,0.5757630215085661,0.22019999999999995,0.0007000000000000339,0.6397340362637036,0.5593231333725549,100.0,100.0
None,boman-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7346260466094502,0.5808793820216557,9.999999999998899e-05,0.0,0.6426242622344839,0.5312902845677202,100.0,100.0
KL-Mask,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.7215438897568855,0.5834606671799252,0.10829999999999995,0.0,0.6452269406526262,0.5286311583524025,100.0,100.0
KL,aliphatic_index-boman-isoelectric_point-dissimilarity_score,0.7236279626326101,0.5871469149339075,0.04239999999999999,0.0,0.6301541290205015,0.5260130773139958,100.0,100.0
None,dissimilarity_score-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.72598278352027,0.5774077765012271,0.010299999999999976,0.0,0.6669212640381952,0.5566175977990491,100.0,100.0
Inverted-KL-Mask,dissimilarity_score-Total_Gene_TPM,0.6946431510396708,0.5610172543329858,0.9511000000000001,0.22560000000000002,,,,
KL-Mask,aliphatic_index-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7156666337799525,0.5829129981517316,0.28280000000000005,0.0007000000000000339,0.6565575812614185,0.5387576984317544,100.0,100.0
None,boman-hydrophobicity-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7247003477464289,0.5788260809262754,0.03290000000000004,0.0,0.6328476961620334,0.5354936700637314,100.0,100.0
Inverted-KL-Mask,aliphatic_index-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7098035396763461,0.5703829177784269,0.5853999999999999,0.018900000000000028,,,,
