weight,key,mean_auc_PRIME,mean_auc01_PRIME,pval_icore_PRIME,pval_pep_PRIME
KL-Mask,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6641133555237441,0.5423253856443295,100,100
None,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6409305562607933,0.5362381960538011,100,100
None,aliphatic_index-hydrophobicity-isoelectric_point-foreignness_score-Total_Gene_TPM,0.6308629091880427,0.5227302188739463,100,100
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared,0.6445192806798044,0.5330931447331528,100,100
Inv-KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.6121376043162007,0.5170689808997274,100,100
Inv-KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.6433400975137737,0.5293782629634938,100,100
None,isoelectric_point-dissimilarity_score-blsm_mut_score-foreignness_score,0.6683209159925015,0.5597844172513003,100,100
None,hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned,0.6506695407707667,0.537110766088897,100,100
KL-Mask,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.6545990698892772,0.5301801482968634,100,100
KL,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.639749599698707,0.5320331206899723,100,100
Inv-KL-Mask,aliphatic_index-boman-blsm_mut_score-EL_rank_wt_aligned,0.6347230949076761,0.524273606031856,100,100
KL-Mask,aliphatic_index-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6516266573232282,0.5363615941244915,100,100
Inv-KL-Mask,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.652059661369935,0.5223856686407397,100,100
KL-Mask,aliphatic_index-isoelectric_point-dissimilarity_score-blsm_mut_score,0.6607094535225204,0.5394092894455437,100,100
Inv-KL-Mask,boman-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.638332418367902,0.5119305449433714,100,100
KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.6511973506598909,0.5284958386091173,100,100
KL-Mask,aliphatic_index-hydrophobicity-blsm_mut_score-Total_Gene_TPM,0.6536251477218861,0.5243520695891869,100,100
None,aliphatic_index-boman-dissimilarity_score-blsm_mut_score,0.6460238388079389,0.5409318821945924,100,100
KL-Mask,boman-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6345581572291099,0.5417823541134172,100,100
Inv-KL,boman-hydrophobicity-Total_Gene_TPM,0.6047713777571064,0.5148908566707191,100,100
KL-Mask,boman-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.63685676774158,0.5303073677873068,100,100
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6311003752270204,0.5222895422761363,100,100
KL,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-foreignness_score,0.6363594437163745,0.5237536840909036,100,100
Inv-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.6317397833813608,0.52700666234161,100,100
KL,aliphatic_index-hydrophobicity-isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6351789037134952,0.5317975926641997,100,100
KL,isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6495689759004161,0.5649469616709616,100,100
KL,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.6577689221628846,0.5378972960219506,100,100
Inv-KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point,0.630034292664885,0.5215674519454863,100,100
Inv-KL,aliphatic_index-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6255525777735298,0.5464229630560391,100,100
Inv-KL,hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned,0.6228071193385059,0.5233896863407493,100,100
KL,hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6416661282590028,0.529038523783554,100,100
Inv-KL,aliphatic_index-hydrophobicity-ratio_rank-Total_Gene_TPM,0.6059022839969073,0.5339794127630991,100,100
None,isoelectric_point-blsm_mut_score,0.6570474144409885,0.547624952618236,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank,0.6484159972994634,0.5330598456547814,100,100
Inv-KL-Mask,boman-hydrophobicity-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6385335929248301,0.5037987779939879,100,100
KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6254134637814803,0.5232224805812894,100,100
KL-Mask,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6588483764267635,0.5416926343898537,100,100
Inv-KL,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6324925083690965,0.5322056439254449,100,100
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-EL_rank_wt_aligned-foreignness_score,0.630790790278113,0.5361859632254041,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6403468487055778,0.5278145552225155,100,100
KL-Mask,aliphatic_index-hydrophobicity-ratio_rank-foreignness_score,0.6523495215407256,0.5270908162856527,100,100
KL,boman-blsm_mut_score-ratio_rank,0.6352234325629535,0.5282576206551471,100,100
None,aliphatic_index-boman-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6341691045973336,0.5360307284306676,100,100
Inv-KL,aliphatic_index-boman-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.6252038336846923,0.5238903597483031,100,100
None,aliphatic_index-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6516945266538958,0.5481623390330064,100,100
KL,EL_rank_wt_aligned-foreignness_score,0.6313469619753528,0.5461589947254288,100,100
KL,aliphatic_index-boman-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6332086136575733,0.5338957148012727,100,100
Inv-KL,aliphatic_index-ratio_rank,0.5967046122632987,0.5408614836724699,100,100
Inv-KL-Mask,boman-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6402762667533595,0.5121609311550973,100,100
KL-Mask,boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.6410643460640442,0.5330444180289533,100,100
Inv-KL-Mask,dissimilarity_score-blsm_mut_score,0.6543103000507828,0.5448225833181978,100,100
Inv-KL-Mask,aliphatic_index-boman-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6347228014245287,0.5221425973206345,100,100
KL-Mask,boman-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6300977209875245,0.5277857819161275,100,100
Inv-KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6237361354289044,0.5273967835626258,100,100
KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6296941523485639,0.5285727600557066,100,100
KL-Mask,boman-hydrophobicity-ratio_rank-Total_Gene_TPM,0.6366197943152435,0.5345042730928572,100,100
None,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.6533574411119718,0.5369420130312498,100,100
None,hydrophobicity-dissimilarity_score-EL_rank_wt_aligned,0.6516873019555858,0.5354992247567074,100,100
None,boman-dissimilarity_score-ratio_rank_squared-Total_Gene_TPM,0.650370416813143,0.5372736389294781,100,100
Inv-KL-Mask,boman-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned,0.6489549449342518,0.5185404740262176,100,100
Inv-KL,aliphatic_index-boman-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6203967124033678,0.5267254969775755,100,100
None,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6434556981784145,0.5314007710172308,100,100
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6323930270654278,0.5290206683823313,100,100
Inv-KL,ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6070012815019303,0.5604501106500396,100,100
KL-Mask,hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score,0.6561869024207627,0.5357965867940142,100,100
KL-Mask,aliphatic_index-isoelectric_point-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6441904886123337,0.5373867427537475,100,100
KL-Mask,isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6638365909301617,0.5548178011518101,100,100
KL-Mask,isoelectric_point-blsm_mut_score-foreignness_score,0.6738305888114691,0.5545848282266587,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.6364660394257626,0.5243961486616079,100,100
Inv-KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-foreignness_score-Total_Gene_TPM,0.631682796406103,0.5136038627062881,100,100
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6280135093416901,0.524141626436876,100,100
Inv-KL,hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.6220685934803508,0.5197358780951308,100,100
KL,aliphatic_index-boman-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.628631727779897,0.5340075957182843,100,100
None,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-Total_Gene_TPM,0.6389015710324379,0.5268641392992572,100,100
KL,aliphatic_index-ratio_rank_squared,0.6291484548001107,0.5435012428516838,100,100
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6281676137222365,0.524105658797633,100,100
KL-Mask,ratio_rank-EL_rank_wt_aligned,0.6545231613868036,0.562575054792765,100,100
Inv-KL,aliphatic_index-boman-isoelectric_point-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6255540564227361,0.5285861102729341,100,100
KL,aliphatic_index-boman-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6320232643822453,0.5354496578377353,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6441806585952027,0.53548789815149,100,100
Inv-KL,boman-isoelectric_point-blsm_mut_score-foreignness_score,0.6096429169481369,0.5094863166225952,100,100
KL,isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6523241868295121,0.5609763720245617,100,100
None,aliphatic_index-boman-hydrophobicity-blsm_mut_score-foreignness_score,0.64064221807845,0.5331222562349711,100,100
Inv-KL,aliphatic_index-boman-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6177211041316655,0.529371167650319,100,100
KL,boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.6425925651885641,0.5271017463695216,100,100
Inv-KL,aliphatic_index-boman-ratio_rank-foreignness_score-Total_Gene_TPM,0.6083113749849371,0.5235608229461475,100,100
None,hydrophobicity-blsm_mut_score-ratio_rank_squared,0.6587626020219556,0.5381706927737512,100,100
KL-Mask,aliphatic_index-boman-blsm_mut_score-ratio_rank,0.6407473351579285,0.5322055702238501,100,100
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-foreignness_score,0.6308711621627704,0.5246325590757982,100,100
Inv-KL-Mask,boman-hydrophobicity-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6389138817887021,0.5080828533567757,100,100
Inv-KL,boman-hydrophobicity-blsm_mut_score,0.6100164691677492,0.5046480737161377,100,100
Inv-KL-Mask,hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.6425072471673647,0.5199733207525882,100,100
KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6382267337968462,0.5215402423336258,100,100
Inv-KL-Mask,aliphatic_index-hydrophobicity-ratio_rank-foreignness_score-Total_Gene_TPM,0.6293716266460818,0.5224739609249913,100,100
Inv-KL,aliphatic_index-boman-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6129231496666883,0.518419476218222,100,100
KL-Mask,aliphatic_index-isoelectric_point-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.646116915750625,0.539599561877208,100,100
KL-Mask,aliphatic_index-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6530285901680648,0.5487210219511286,100,100
Inv-KL,aliphatic_index-isoelectric_point-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6055128633204557,0.5427668886392557,100,100
Inv-KL,boman-isoelectric_point-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6266291278863418,0.523862644108274,100,100
Inv-KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6231182351678314,0.5186887376055013,100,100
KL-Mask,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.6579690198857145,0.5319888907060469,100,100
KL-Mask,aliphatic_index-boman-dissimilarity_score-foreignness_score,0.6366304113681504,0.5328636223363423,100,100
KL,ratio_rank,0.6418951716155757,0.546963853811925,100,100
Inv-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-ratio_rank_squared,0.6404860751593565,0.524654872030495,100,100
KL,isoelectric_point-dissimilarity_score-ratio_rank_squared,0.6608928358373081,0.5596726355465885,100,100
KL,aliphatic_index-boman-hydrophobicity-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6310062331550754,0.5287921434642384,100,100
Inv-KL,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6222032105513611,0.5311471126622196,100,100
KL-Mask,boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.6507982089005997,0.543585693499627,100,100
None,boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.642380535474656,0.5269324136753853,100,100
Inv-KL,aliphatic_index-isoelectric_point-dissimilarity_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.6234960330648003,0.542984902398646,100,100
Inv-KL,hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-Total_Gene_TPM,0.6307250606094875,0.5235778892041767,100,100
KL-Mask,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.648882303596302,0.5331302514808234,100,100
None,hydrophobicity-Total_Gene_TPM,0.6410057901217986,0.5260213209569603,100,100
Inv-KL,aliphatic_index-isoelectric_point-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6094844392350492,0.5441434371766337,100,100
KL-Mask,boman-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6363321355472846,0.5288211382517009,100,100
None,hydrophobicity-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6473364649208037,0.5312528282045977,100,100
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6340426777791277,0.5284222186048323,100,100
KL-Mask,aliphatic_index-boman-isoelectric_point-dissimilarity_score,0.6339483354274689,0.5317812669829695,100,100
KL-Mask,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score,0.6599806854070153,0.5370349658160563,100,100
KL,aliphatic_index-isoelectric_point-blsm_mut_score-foreignness_score,0.6362110225516283,0.5283064583300227,100,100
Inv-KL,isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6194264390667613,0.5571596039942146,100,100
Inv-KL-Mask,aliphatic_index-boman-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6445392885633747,0.5308023430068424,100,100
KL,aliphatic_index-boman-isoelectric_point-blsm_mut_score,0.6256221019049323,0.5196938725275834,100,100
KL,aliphatic_index-boman-isoelectric_point-dissimilarity_score-ratio_rank_squared,0.6412086240323606,0.5352565830295775,100,100
KL,isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.6487655035437903,0.5487628582996311,100,100
KL-Mask,aliphatic_index-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.6601036545017722,0.5411588320466546,100,100
None,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6532665061473426,0.5451768762398724,100,100
Inv-KL,boman-blsm_mut_score-ratio_rank_squared,0.6267574961087519,0.5218087213689819,100,100
KL,aliphatic_index-boman-dissimilarity_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6241430602717303,0.525923116632775,100,100
None,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6365691330607661,0.5377335565549106,100,100
Inv-KL,aliphatic_index-ratio_rank-EL_rank_wt_aligned,0.5983293513234076,0.5407213954997105,100,100
None,aliphatic_index-hydrophobicity-ratio_rank-EL_rank_wt_aligned,0.6370104323121121,0.5360978436540179,100,100
Inv-KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank,0.6477401063933775,0.5300283540741256,100,100
Inv-KL,aliphatic_index-hydrophobicity-dissimilarity_score-Total_Gene_TPM,0.6148551196946224,0.524223514393183,100,100
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score,0.6379960418705231,0.5359694541956753,100,100
KL-Mask,boman-blsm_mut_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.6472591572349332,0.5382511218319456,100,100
Inv-KL,boman-isoelectric_point-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.628136618626428,0.5202801726247732,100,100
KL-Mask,aliphatic_index-hydrophobicity-Total_Gene_TPM,0.6423201105325939,0.5198092344359412,100,100
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned,0.6322263028381714,0.5258917476820649,100,100
KL-Mask,isoelectric_point-dissimilarity_score-blsm_mut_score-foreignness_score,0.6761794694806569,0.5547084690727494,100,100
None,boman-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6413437576264212,0.5385486532776704,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6389361869875128,0.5333572723990022,100,100
Inv-KL-Mask,hydrophobicity-dissimilarity_score,0.6527074420544772,0.5236726954427292,100,100
None,dissimilarity_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.6609810909207652,0.5625113424830236,100,100
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-Total_Gene_TPM,0.6296746317492381,0.5128133839775786,100,100
KL,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank_squared-foreignness_score,0.6427132191701336,0.5273363651124661,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.6363596864238954,0.5242773886315627,100,100
KL-Mask,aliphatic_index-boman-isoelectric_point-ratio_rank-Total_Gene_TPM,0.6258342896866254,0.5238301042363898,100,100
Inv-KL,dissimilarity_score-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.6339638185065575,0.559910280562498,100,100
Inv-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-foreignness_score-Total_Gene_TPM,0.6187832827109606,0.517144008372152,100,100
Inv-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.625268947865525,0.517952170672922,100,100
KL,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6384311899197851,0.5297104077960525,100,100
Inv-KL,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score-foreignness_score,0.6014712739480719,0.5183361726664398,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-ratio_rank-foreignness_score-Total_Gene_TPM,0.6343953773995179,0.5261669208182882,100,100
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6345555339960404,0.5307237091978767,100,100
KL,hydrophobicity-isoelectric_point-blsm_mut_score-foreignness_score,0.6451116233349262,0.519892931808273,100,100
Inv-KL-Mask,isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6487322567268132,0.5447568419103709,100,100
None,aliphatic_index-boman-hydrophobicity-dissimilarity_score-EL_rank_wt_aligned,0.6465404756290108,0.5384782363547843,100,100
KL-Mask,isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.6755202515828812,0.5676032911191772,100,100
Inv-KL,aliphatic_index-boman-hydrophobicity-ratio_rank,0.6105134463881474,0.5207493247593248,100,100
KL-Mask,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.672735547592948,0.5407191371627328,100,100
None,boman-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6468949821584667,0.5478174441383314,100,100
KL,aliphatic_index-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.6400786032162977,0.5321289730045492,100,100
KL-Mask,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6540681059627165,0.5335093163977809,100,100
KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-ratio_rank_squared,0.6463806712368115,0.5312241969336994,100,100
Inv-KL,boman-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6228526321370466,0.5267303548648113,100,100
KL,aliphatic_index-isoelectric_point-ratio_rank_squared-foreignness_score,0.6317969940248954,0.5416172133710377,100,100
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score,0.6387097913446288,0.5250444320383997,100,100
KL-Mask,aliphatic_index-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6528657634679131,0.543558181837228,100,100
Inv-KL,boman-dissimilarity_score-blsm_mut_score-Total_Gene_TPM,0.624282515336216,0.5111216974113367,100,100
KL-Mask,aliphatic_index-boman-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6419153407415537,0.5401623981545368,100,100
KL,aliphatic_index-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6410058444048463,0.5307934873245101,100,100
KL-Mask,boman-isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned,0.6294823324551894,0.5409488654436337,100,100
None,aliphatic_index-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6463821550399038,0.5360689658533231,100,100
None,isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.6514851889597251,0.5540463255182926,100,100
KL,isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned,0.6542666554522166,0.5616988602103445,100,100
Inv-KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-Total_Gene_TPM,0.6178701348585499,0.5225198272668508,100,100
None,boman-dissimilarity_score-foreignness_score,0.6452994217818727,0.5330741377695047,100,100
KL-Mask,hydrophobicity-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6528590492822278,0.5304374395969753,100,100
Inv-KL,hydrophobicity-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6325407564824327,0.5264736421632746,100,100
Inv-KL,dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.629234091379895,0.5652882159831862,100,100
None,aliphatic_index-boman-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6314860938289039,0.5301009415306536,100,100
KL-Mask,hydrophobicity-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.662209517169626,0.5377522194213862,100,100
Inv-KL,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.626537907527864,0.5256895228768789,100,100
Inv-KL-Mask,boman-EL_rank_wt_aligned-Total_Gene_TPM,0.6348127334919337,0.5148457472317306,100,100
Inv-KL,aliphatic_index-blsm_mut_score-Total_Gene_TPM,0.6095597741249708,0.5386907177526058,100,100
KL,hydrophobicity-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6417879606777569,0.5294677094612507,100,100
Inv-KL,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.6207782978731139,0.5315509851960002,100,100
Inv-KL-Mask,boman-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.6451033476267837,0.5079297835541606,100,100
KL-Mask,boman-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.6437699366903583,0.54405344965875,100,100
KL,boman-dissimilarity_score-blsm_mut_score-Total_Gene_TPM,0.6353915727459398,0.5256727935471467,100,100
KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.6390623712626079,0.5288901614584292,100,100
Inv-KL,aliphatic_index-hydrophobicity-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.606055376060051,0.523593785025652,100,100
Inv-KL,Total_Gene_TPM,0.6010068046958538,0.5506215890697357,100,100
Inv-KL,boman-hydrophobicity-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6074174575226583,0.5164309536613376,100,100
