weight,key,mean_auc_CEDAR,mean_auc01_CEDAR,pval_icore_CEDAR,pval_pep_CEDAR
Inverted-KL-Mask,boman-isoelectric_point-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7115361612430781,0.5741009975119052,0.5159,0.011099999999999999
None,hydrophobicity-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7289191898557508,0.5853316783391761,0.0040999999999999925,0.0
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned,0.7179690767115967,0.5842995848558972,0.17989999999999995,0.00019999999999997797
None,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7342330235570507,0.5862747796191694,0.0004999999999999449,0.0
None,aliphatic_index-dissimilarity_score-ratio_rank_squared-Total_Gene_TPM,0.7299718189557695,0.5869808317976961,0.0017000000000000348,0.0
None,boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.724239503774909,0.5834565240765143,0.025800000000000045,0.0
None,aliphatic_index-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.723775124274976,0.5894162961197605,0.023800000000000043,0.0
None,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank,0.7230131615983042,0.5888654482014072,0.04069999999999996,0.0
KL,aliphatic_index-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned,0.7197029271759232,0.587811699560973,0.10819999999999996,9.999999999998899e-05
Inverted-KL-Mask,boman-hydrophobicity-isoelectric_point-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7029604128013249,0.5715494429490843,0.8268,0.0655
KL,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7247538169455143,0.5852988514693914,0.036800000000000055,9.999999999998899e-05
None,aliphatic_index-isoelectric_point-EL_rank_wt_aligned,0.7209649368011288,0.5868021841482194,0.0494,0.0
None,boman-hydrophobicity-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7185634169574259,0.5793829363474966,0.14749999999999996,0.00019999999999997797
KL-Mask,isoelectric_point-dissimilarity_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7217877313231092,0.5782988218742221,0.0796,0.0
Inverted-KL,aliphatic_index-blsm_mut_score-ratio_rank_squared,0.7280380222744758,0.5873929907530248,0.03280000000000005,0.0
None,boman-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7336956979390273,0.5854547122137664,0.00039999999999995595,0.0
KL-Mask,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.7229365472094337,0.587869819586067,0.06010000000000004,9.999999999998899e-05
KL,blsm_mut_score-ratio_rank-foreignness_score,0.716544194656473,0.5812392326670103,0.23270000000000002,0.00019999999999997797
Inverted-KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7160457241084071,0.5776408031820807,0.33640000000000003,0.0040000000000000036
Inverted-KL,aliphatic_index-boman-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7306715773676848,0.5895782987502934,0.015100000000000002,0.0
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7298666571988782,0.5882058916058184,0.022499999999999964,0.0
Inverted-KL-Mask,isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.6903732661482744,0.5677311915535121,0.983,0.3396
Inverted-KL,hydrophobicity-isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned,0.7373985716682876,0.5969295609767677,0.0010999999999999899,0.0
None,aliphatic_index-isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7254850226145261,0.5877470149392701,0.018299999999999983,0.0
Inverted-KL,hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.730935486752329,0.5920399231841348,0.013700000000000045,0.0
KL-Mask,aliphatic_index-hydrophobicity-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7310326266534174,0.5842870519814335,0.0043999999999999595,0.0
Inverted-KL,aliphatic_index-boman-dissimilarity_score-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7396604776731709,0.5903723076892048,0.0007000000000000339,0.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7151531975763787,0.5776344704150718,0.37050000000000005,0.0047000000000000375
Inverted-KL,boman-isoelectric_point-ratio_rank-foreignness_score,0.7332345016255895,0.5874529875497574,0.007800000000000029,0.0
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-Total_Gene_TPM,0.7277299254267147,0.5871539995527484,0.01859999999999995,0.0
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7322073283149942,0.5852357675386035,0.0027000000000000357,0.0
KL,boman-hydrophobicity-ratio_rank-foreignness_score,0.7147470935829652,0.5816470822381723,0.3497,0.0012999999999999678
KL,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7200897861719607,0.5875230763423926,0.11880000000000002,9.999999999998899e-05
None,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7271714136664478,0.5860983915400246,0.010600000000000054,0.0
KL-Mask,hydrophobicity-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7258298994659703,0.5802978370721386,0.027200000000000002,9.999999999998899e-05
Inverted-KL,aliphatic_index-boman-hydrophobicity-EL_rank_wt_aligned,0.7330114745916823,0.585466229005901,0.00660000000000005,0.0
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7314844007414967,0.5879498630216792,0.013700000000000045,0.0
Inverted-KL-Mask,isoelectric_point-blsm_mut_score,0.6943793356927369,0.5679989349534484,0.9561,0.22819999999999996
None,boman-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned,0.7221359596007589,0.5858458836538065,0.04849999999999999,0.0
Inverted-KL,boman-isoelectric_point-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7410892686368481,0.5940480746888702,9.999999999998899e-05,0.0
KL,boman-hydrophobicity-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7310483657988895,0.5850349377600034,0.005099999999999993,0.0
Inverted-KL-Mask,hydrophobicity-isoelectric_point-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7016981576589939,0.5786218270512,0.8618,0.0817
Inverted-KL,isoelectric_point-foreignness_score-Total_Gene_TPM,0.7297708824447722,0.5768357165571616,0.02949999999999997,0.0
Inverted-KL,boman-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned,0.7423989279022618,0.5974780915623343,0.0,0.0
KL,boman-blsm_mut_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7337643649158511,0.5818977301987502,0.0016000000000000458,0.0
None,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7246641557247199,0.5814587785402436,0.036599999999999966,0.0
Inverted-KL-Mask,boman-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7134283975075459,0.5758667692132597,0.43200000000000005,0.007600000000000051
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score,0.7301009902055708,0.5909354091089968,0.01849999999999996,0.0
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7223273540653414,0.5797284855768168,0.0817,9.999999999998899e-05
Inverted-KL,aliphatic_index-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7243907441107049,0.5851278081986915,0.07820000000000005,9.999999999998899e-05
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank_squared,0.7328881947356802,0.5970413251591536,0.007499999999999951,0.0
KL,aliphatic_index-dissimilarity_score-ratio_rank_squared,0.724720059160086,0.5876702446105803,0.025000000000000022,0.0
None,hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7180252800814114,0.5881107479821538,0.15380000000000005,9.999999999998899e-05
None,dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7235781565772041,0.5776204306467133,0.02959999999999996,0.0
KL-Mask,aliphatic_index-isoelectric_point-blsm_mut_score-Total_Gene_TPM,0.730577136521035,0.5864216857432917,0.0030999999999999917,0.0
Inverted-KL,aliphatic_index-isoelectric_point-blsm_mut_score-ratio_rank,0.7236959847523249,0.5888062987920077,0.09509999999999996,9.999999999998899e-05
KL,hydrophobicity-dissimilarity_score-ratio_rank-foreignness_score,0.7145333930503852,0.5855419492890102,0.35019999999999996,0.0016000000000000458
None,aliphatic_index-boman-dissimilarity_score-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7356625683267727,0.5846479678472554,0.0004999999999999449,0.0
KL,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7181913918289204,0.5842091844866785,0.1754,0.00019999999999997797
Inverted-KL,boman-isoelectric_point-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7407040223640177,0.5861486294767136,0.00039999999999995595,0.0
KL-Mask,boman-isoelectric_point-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7130365249721609,0.5791568710918198,0.43000000000000005,0.0032999999999999696
Inverted-KL,boman-ratio_rank_squared-foreignness_score,0.742632755000531,0.5930393856337914,0.0,0.0
Inverted-KL-Mask,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7131356669533964,0.5755769549176629,0.4527,0.007499999999999951
Inverted-KL,boman-dissimilarity_score-foreignness_score-Total_Gene_TPM,0.739370196854285,0.5867652552411563,0.0009000000000000119,0.0
KL-Mask,dissimilarity_score-foreignness_score,0.7053465700212406,0.5665893843118716,0.8372999999999999,0.021599999999999953
KL-Mask,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7235955604935125,0.5888061347654342,0.055400000000000005,9.999999999998899e-05
Inverted-KL,boman-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7371394985847722,0.5873051676822262,0.0016000000000000458,0.0
Inverted-KL-Mask,boman-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.714981757418865,0.5760487357923988,0.3712,0.005299999999999971
KL-Mask,aliphatic_index-boman-isoelectric_point-ratio_rank_squared,0.726457374572268,0.586725407050038,0.017199999999999993,9.999999999998899e-05
KL,hydrophobicity-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7212560373528341,0.5854686112648473,0.08430000000000004,9.999999999998899e-05
Inverted-KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank,0.7021234060064181,0.5826989731486885,0.85,0.07089999999999996
KL,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score,0.7197536272322632,0.5883513610707966,0.13329999999999997,0.0
None,dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7245941006812737,0.5776031728768585,0.021700000000000053,0.0
KL-Mask,isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7200573863205757,0.5763043020991275,0.12019999999999997,9.999999999998899e-05
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-EL_rank_wt_aligned,0.7299030796077942,0.5895316509493504,0.01849999999999996,0.0
Inverted-KL-Mask,aliphatic_index-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7098287228853422,0.572836961186695,0.5804,0.01649999999999996
None,hydrophobicity-blsm_mut_score-ratio_rank,0.7219307991466308,0.5881169511110848,0.04239999999999999,0.0
KL,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7147502960682155,0.5852695491460267,0.33430000000000004,0.0009000000000000119
KL,aliphatic_index-boman-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.727021219409963,0.5834706719383093,0.01870000000000005,0.0
None,aliphatic_index-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.7179956342895787,0.5862663026443758,0.14580000000000004,0.00019999999999997797
Inverted-KL,aliphatic_index-dissimilarity_score-ratio_rank-foreignness_score,0.7221121390216496,0.590107568422918,0.12560000000000004,0.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned,0.7320133726376471,0.5873378037565405,0.009099999999999997,0.0
Inverted-KL,dissimilarity_score-ratio_rank_squared,0.7262423091151753,0.587892599020493,0.05369999999999997,0.0
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-foreignness_score,0.7218227771023021,0.5850926743223784,0.08130000000000004,9.999999999998899e-05
KL,boman-isoelectric_point-blsm_mut_score-ratio_rank,0.7208483083814187,0.5838455530532473,0.09689999999999999,0.0
None,aliphatic_index-boman-hydrophobicity-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7257533857345365,0.5864619473755543,0.01990000000000003,0.0
KL,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-foreignness_score,0.7210139620234987,0.5887842779835223,0.09209999999999996,0.0
KL,aliphatic_index-boman-foreignness_score,0.7242206652446802,0.5877381771101245,0.03979999999999995,0.0
None,aliphatic_index-hydrophobicity-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7341033921036144,0.5845718285083188,0.0009000000000000119,0.0
KL,dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.722314194542744,0.577781262932254,0.05800000000000005,9.999999999998899e-05
Inverted-KL-Mask,hydrophobicity-isoelectric_point-foreignness_score,0.7073564045617212,0.576186278038254,0.6855,0.027599999999999958
None,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7318032787733287,0.5887497121644648,0.0012999999999999678,0.0
KL,aliphatic_index-boman-ratio_rank_squared-foreignness_score,0.7284697048622824,0.5856663447249446,0.009000000000000008,0.0
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.7287668018396819,0.5919522441243066,0.024399999999999977,0.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7398286927551931,0.5898900160217966,0.0006000000000000449,0.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7386375170216606,0.590351014554713,0.0012999999999999678,0.0
Inverted-KL,aliphatic_index-dissimilarity_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7293339285143792,0.5841708410619555,0.02410000000000001,0.0
None,hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7254369249030261,0.5857261533325366,0.02180000000000004,0.0
Inverted-KL,aliphatic_index-EL_rank_wt_aligned-foreignness_score,0.7265313982412472,0.5857653230808831,0.04859999999999998,0.0
None,boman-hydrophobicity-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.725586366604003,0.5803751183920794,0.025800000000000045,0.0
Inverted-KL-Mask,aliphatic_index-isoelectric_point,0.701174151802724,0.5747894496093078,0.8666,0.08720000000000006
Inverted-KL-Mask,boman-isoelectric_point-Total_Gene_TPM,0.7148888072903783,0.5743415358529863,0.3742,0.005700000000000038
Inverted-KL-Mask,dissimilarity_score-blsm_mut_score-Total_Gene_TPM,0.6967738451248155,0.5601696671497441,0.9246,0.1755
Inverted-KL,aliphatic_index-hydrophobicity-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7338367622878313,0.5894551601058112,0.007900000000000018,0.0
KL-Mask,aliphatic_index-boman-hydrophobicity-dissimilarity_score-Total_Gene_TPM,0.727870659072713,0.585109414963934,0.018299999999999983,0.0
KL,boman-isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned,0.7255938160450343,0.5819960584169301,0.022800000000000042,0.0
KL,boman-isoelectric_point-EL_rank_wt_aligned-Total_Gene_TPM,0.7258251361850468,0.5782657690557048,0.025399999999999978,9.999999999998899e-05
KL,hydrophobicity-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.73106177635182,0.586188829662902,0.0041999999999999815,0.0
None,boman-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7274893453033159,0.5845797018885912,0.007299999999999973,0.0
KL,hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7305656103007947,0.5849802946906292,0.0044999999999999485,0.0
KL,aliphatic_index-dissimilarity_score-EL_rank_wt_aligned-Total_Gene_TPM,0.724987104294855,0.5820308108264933,0.02629999999999999,0.0
KL-Mask,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned,0.721296079730802,0.5892585891449513,0.08540000000000003,9.999999999998899e-05
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-Total_Gene_TPM,0.7323561325645082,0.5864160655494476,0.0039000000000000146,0.0
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7338263837449821,0.5872543946599063,0.005499999999999949,0.0
KL-Mask,isoelectric_point-foreignness_score,0.7099261114842004,0.5668258368150365,0.6172,0.005700000000000038
None,aliphatic_index-boman-hydrophobicity-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7246169315695802,0.5834917014829469,0.03939999999999999,0.0
KL-Mask,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7271380927875332,0.5843627616852964,0.020499999999999963,0.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-foreignness_score,0.7034113047578686,0.5783759451584165,0.8157,0.055400000000000005
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7147893420964099,0.5818223413171139,0.34730000000000005,0.0014999999999999458
Inverted-KL-Mask,boman-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7121622695655566,0.5755857526884742,0.48850000000000005,0.009099999999999997
Inverted-KL-Mask,boman-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7098964303877191,0.5741566757775007,0.5839,0.016000000000000014
KL,boman-hydrophobicity-ratio_rank_squared-EL_rank_wt_aligned,0.7237600969256348,0.5818018866854603,0.04730000000000001,0.0
KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score,0.7143906696356905,0.5858210234637773,0.3648,0.0019000000000000128
None,aliphatic_index-boman-hydrophobicity-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.729516540305115,0.5788256937583149,0.005900000000000016,0.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-EL_rank_wt_aligned,0.7032629252490511,0.5789203183256775,0.8243,0.05720000000000003
Inverted-KL,boman-isoelectric_point-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7408614593953049,0.5863227285066795,0.00039999999999995595,0.0
Inverted-KL,hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank,0.7277281845751877,0.5940141286305219,0.0363,0.0
KL-Mask,aliphatic_index-boman-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7196538583079231,0.5882117834935199,0.12880000000000003,9.999999999998899e-05
KL-Mask,dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7176860168603592,0.5756979947023864,0.20879999999999999,0.00019999999999997797
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score,0.7222278051367577,0.5863167073814272,0.06989999999999996,9.999999999998899e-05
Inverted-KL-Mask,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.7054636697473832,0.5826311672953779,0.7554,0.04069999999999996
Inverted-KL,boman-hydrophobicity-dissimilarity_score-foreignness_score-Total_Gene_TPM,0.7358708855787071,0.5842410318764509,0.0040000000000000036,0.0
None,aliphatic_index-isoelectric_point-foreignness_score-Total_Gene_TPM,0.7293163798874907,0.584879631716342,0.0026000000000000467,0.0
KL,boman-hydrophobicity-isoelectric_point-dissimilarity_score,0.7194898993602209,0.5849070224056888,0.13990000000000002,0.00019999999999997797
None,boman-ratio_rank_squared-foreignness_score,0.7316484400664184,0.5833362440593577,0.0008000000000000229,0.0
KL-Mask,hydrophobicity-isoelectric_point-ratio_rank-foreignness_score-Total_Gene_TPM,0.7224560842127559,0.5834280196003081,0.07430000000000003,9.999999999998899e-05
KL-Mask,aliphatic_index-hydrophobicity-ratio_rank_squared-Total_Gene_TPM,0.7323894733432011,0.5873359954809877,0.0034999999999999476,0.0
None,hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7303649076273817,0.5882379287247304,0.0020000000000000018,0.0
None,aliphatic_index-boman-hydrophobicity-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.724482156500547,0.5794759568058242,0.03700000000000003,0.0
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score-Total_Gene_TPM,0.7315212170929116,0.5885011958976797,0.015599999999999947,0.0
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank,0.7224847562603411,0.5928378123701242,0.11950000000000005,0.0
Inverted-KL,aliphatic_index-hydrophobicity-ratio_rank_squared-foreignness_score,0.7345330267284516,0.5928585230015783,0.0049000000000000155,0.0
None,aliphatic_index-dissimilarity_score-ratio_rank-EL_rank_wt_aligned,0.7140710000551719,0.5841260557135937,0.35219999999999996,0.0004999999999999449
KL,aliphatic_index-boman-hydrophobicity-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7216748306605768,0.5794479769243963,0.09550000000000003,9.999999999998899e-05
KL,hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score,0.7173353048643678,0.587129797173016,0.21289999999999998,0.00039999999999995595
KL,aliphatic_index-hydrophobicity-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7319554812157664,0.5834698978266393,0.0027000000000000357,0.0
Inverted-KL,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7333241061335589,0.5861353550515912,0.007399999999999962,0.0
None,aliphatic_index-hydrophobicity-isoelectric_point-ratio_rank_squared,0.728020245369365,0.5873855891795174,0.0047000000000000375,0.0
KL-Mask,aliphatic_index-dissimilarity_score-foreignness_score-Total_Gene_TPM,0.7283919600435386,0.5861880222101492,0.009399999999999964,0.0
None,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7290933330270865,0.5821317653002488,0.008000000000000007,0.0
None,hydrophobicity-blsm_mut_score,0.7260376693878178,0.586326546815143,0.007000000000000006,0.0
KL-Mask,aliphatic_index-dissimilarity_score-blsm_mut_score-ratio_rank,0.7153526274063785,0.5861483287836883,0.29779999999999995,0.0006000000000000449
None,aliphatic_index-boman-isoelectric_point-dissimilarity_score-ratio_rank_squared,0.7312517768419319,0.5860216113401362,0.0010000000000000009,0.0
KL-Mask,boman-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.722477604422021,0.5849965360964677,0.06620000000000004,9.999999999998899e-05
Inverted-KL-Mask,hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7138596159796,0.5801457760954618,0.41700000000000004,0.007399999999999962
Inverted-KL-Mask,aliphatic_index-isoelectric_point-ratio_rank-foreignness_score-Total_Gene_TPM,0.7079241898662331,0.5710366585848852,0.661,0.026900000000000035
KL-Mask,boman-isoelectric_point-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.722809821797337,0.5774507283294332,0.06910000000000005,9.999999999998899e-05
KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7245896647669552,0.5882959813798266,0.03649999999999998,9.999999999998899e-05
None,blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7214760000847533,0.576951633794401,0.056400000000000006,0.0
Inverted-KL,boman-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score,0.7334679771558558,0.5890817208251145,0.007299999999999973,0.0
KL,aliphatic_index-hydrophobicity-isoelectric_point-ratio_rank-EL_rank_wt_aligned,0.715685886705833,0.5825360509678048,0.28680000000000005,0.00039999999999995595
Inverted-KL,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7284406697377023,0.592275406035271,0.02959999999999996,0.0
KL-Mask,aliphatic_index-boman-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned,0.7258540131905442,0.5869330790515904,0.02080000000000004,9.999999999998899e-05
KL,hydrophobicity-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.718325673247414,0.5873957780555493,0.17190000000000005,0.00019999999999997797
None,boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7275855746551212,0.5808793028334541,0.01100000000000001,0.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7135245783461065,0.5776438252572573,0.43179999999999996,0.007399999999999962
KL,boman-hydrophobicity-isoelectric_point-blsm_mut_score,0.7222770092644932,0.5849200527286338,0.07089999999999996,9.999999999998899e-05
Inverted-KL,boman-isoelectric_point-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7429834185472107,0.5942957425153242,0.0,0.0
KL-Mask,hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7239624664753062,0.5834569865900099,0.04920000000000002,9.999999999998899e-05
None,aliphatic_index-boman-ratio_rank_squared-foreignness_score,0.729705051326453,0.5864784870968756,0.0030000000000000027,0.0
Inverted-KL-Mask,isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6964377682281995,0.5632598046733478,0.9348,0.18000000000000005
